/home/sakthi/self_driving_car_ws/Data_Set/IMG/center_2020_09_08_12_54_06_131.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/left_2020_09_08_12_54_06_131.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/right_2020_09_08_12_54_06_131.jpg, 0, 0, 0, 8.231511E-05
/home/sakthi/self_driving_car_ws/Data_Set/IMG/center_2020_09_08_12_54_06_237.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/left_2020_09_08_12_54_06_237.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/right_2020_09_08_12_54_06_237.jpg, 0, 0, 0, 8.201048E-05
/home/sakthi/self_driving_car_ws/Data_Set/IMG/center_2020_09_08_12_54_06_343.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/left_2020_09_08_12_54_06_343.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/right_2020_09_08_12_54_06_343.jpg, 0, 0, 0, 8.235205E-05
/home/sakthi/self_driving_car_ws/Data_Set/IMG/center_2020_09_08_12_54_06_446.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/left_2020_09_08_12_54_06_446.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/right_2020_09_08_12_54_06_446.jpg, 0, 0, 0, 8.385023E-05
/home/sakthi/self_driving_car_ws/Data_Set/IMG/center_2020_09_08_12_54_06_548.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/left_2020_09_08_12_54_06_548.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/right_2020_09_08_12_54_06_548.jpg, 0, 0, 0, 8.332013E-05
/home/sakthi/self_driving_car_ws/Data_Set/IMG/center_2020_09_08_12_54_06_651.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/left_2020_09_08_12_54_06_651.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/right_2020_09_08_12_54_06_651.jpg, 0, 0, 0, 8.209811E-05
/home/sakthi/self_driving_car_ws/Data_Set/IMG/center_2020_09_08_12_54_06_762.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/left_2020_09_08_12_54_06_762.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/right_2020_09_08_12_54_06_762.jpg, 0, 0, 0, 8.324251E-05
/home/sakthi/self_driving_car_ws/Data_Set/IMG/center_2020_09_08_12_54_06_862.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/left_2020_09_08_12_54_06_862.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/right_2020_09_08_12_54_06_862.jpg, 0, 0, 0, 8.203695E-05
/home/sakthi/self_driving_car_ws/Data_Set/IMG/center_2020_09_08_12_54_06_963.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/left_2020_09_08_12_54_06_963.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/right_2020_09_08_12_54_06_963.jpg, 0, 0, 0, 8.443356E-05
/home/sakthi/self_driving_car_ws/Data_Set/IMG/center_2020_09_08_12_54_07_065.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/left_2020_09_08_12_54_07_065.jpg, /home/sakthi/self_driving_car_ws/Data_Set/IMG/right_2020_09_08_12_54_07_065.jpg, 0, 0, 0, 8.196773E-05
